Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
United Arab Emirates,ARE,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,,,,,,,,,,,,,,,,,1.213612667,1.874415957,,,,5.869115893,,,,,,4.760861088,,1.943194295,3.670616895,7.563202611,,,,,,0.883818892,0.572275991,0.811316018,,,,1.083391006,,0.904623314,0.842165473,,,,1.675772686,1.770489474,1.849456609,,1.491736902,
United Arab Emirates,ARE,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,,,,,,,,,,,,,,,,0.177922972,0.179252658,,,,0.130726704,,,,,,1.110561333,,0.400768642,0.472878984,0.239384106,,,,,,0.075939358,0.035073152,0.064342406,,,,0.044692881,,0.050519359,0.035323712,,,,0.057534036,0.064747034,0.065478471,,0.056827231,
United Arab Emirates,ARE,Export unit value index (2000 = 100),TX.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,111.73,128.924,123.074,107.6,104.65,100,49.2536,62.7095,48.7462,,,,,,,,,,,,100,98.68116536,117.6995995,119.3809404,152.5749403,194.595057,219.0638747,277.6863635,373.1853593,358.0263081,370.5872347,472.0271475,519.7888924,510.9357242,546.9918572,404.2299772,402.1738994,
United Arab Emirates,ARE,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,39.41775814,33.88865151,29.68713997,28.67778048,30.63375257,29.60022455,41.23059111,40.81111405,50.38326315,,,,,,,,,,,,100,98.44619538,88.93051959,112.8436828,119.6760152,120.9433027,133.3572098,129.0814921,128.6241666,107.6092347,115.8741528,128.381729,134.7291862,148.8456664,137.5668081,134.5253182,132.6684666,
United Arab Emirates,ARE,Medium and high-tech exports (% manufactured exports),TX.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.42523871,27.42523871,34.67730979,50.41903708,50.41903708,50.41903708,50.41903708,3.146434103,3.146434103,3.146434103,4.207958066,5.919293027,4.01339936,10.1931606,3.973615899,9.42625917,8.923539608,8.530793886,7.493156326,11.62240695,27.0711115,21.20391505,27.55126521,16.26850908,22.61821699,19.58346906,,
United Arab Emirates,ARE,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.3305466,120.547566,118.0194394,141.0291245,172.7552692,180.788069,214.3145117,263.5248625,260.4339565,256.6492492,292.4228326,324.5667682,332.3969332,361.9109828,286.4445882,289.6917605,
United Arab Emirates,ARE,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,24.65366049,28.01279671,25.02784998,22.40281071,18.76945928,18.6723414,19.44071524,20.22337113,24.34231198,28.5926476,31.98891714,39.26418921,49.73006941,55.75709103,60.0531292,67.91916044,87.30095961,97.42298019,93.08625676,90.60822906,100,106.5256271,121.8332422,148.7446517,205.896509,241.8074287,285.8053949,378.4757283,572.1403444,428.4630886,471.3093975,579.8533799,645.5510535,682.6845212,714.1051477,656.9767359,642.6946329,
United Arab Emirates,ARE,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,,,,,,,,,,,270100000,311000000,494700000,837100000,1773900000,2745400000,3419700000,5186100000,5376800000,6956600000,8569900000,9366400000,9439700000,8356000000,7043200000,6484000000,6431000000,6901000000,8526000000,9559000000,11472000000,13764700000,17414000000,19520000000,21024000000,20973000000,22628000000,22969592885,24728000000,35746228984,25436254500,29570349352,30363227978,38625854471,72810556898,81546254935,98638436843,1.28023E+11,1.76553E+11,1.64953E+11,1.88029E+11,2.12034E+11,2.62156E+11,2.96156E+11,2.99742E+11,2.88009E+11,2.71755E+11,
United Arab Emirates,ARE,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,,,,,,,,,,,6.442058497,6.430868167,5.093996361,5.650459921,7.570889002,7.161069425,2.210720239,2.124910819,4.190224669,2.199350257,6.631349257,6.733643662,8.15174211,2.636428913,2.481826443,2.375077113,2.114756647,2.231560643,6.380483228,2.657181714,5.648535565,6.209361628,4.249454462,6.193647541,2.796803653,2.617651266,2.351069471,1.171113486,1.463927532,1.316488512,0.485527462,0.117347278,0.332309862,0.789626539,24.48499428,17.99678567,20.22869146,18.57464287,13.90391349,27.57284696,31.52359291,24.70986331,7.096862053,12.77286836,12.66626123,37.35077778,31.6988397,
United Arab Emirates,ARE,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,1.8,,,,,1.5,1.4,1.4,1.4,1.3,1.3,1.2,
United Arab Emirates,ARE,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,26.3,,,,,28.2,28.2,28.5,28.6,28.6,28.6,28.9,
United Arab Emirates,ARE,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,36,35.2,34.5,33.8,33.1,32.5,31.9,31.3,30.8,30.5,30.2,30,30,30,30.2,30.3,30.4,30.6,30.8,31,31.3,31.6,31.8,32.1,32.6,33.2,
United Arab Emirates,ARE,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086608806,0.076531137,0.067330522,0.058513834,0.050616315,0.04347747,0.038547494,0.034054098,0.030530634,0.027894681,0.02618118,0.02321549,0.021190365,0.019691865,0.018435082,0.017319358,0.016132406,0.014864284,0.013792077,0.01307493,0.012545214,0.012582711,0.012625302,0.012752228,0.012709437,0.012654758,,
United Arab Emirates,ARE,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1300,1500,1700,2000,2300,2600,2900,3300,3600,3800,4300,4700,5100,5400,5800,6200,6700,7300,7600,8000,7900,7900,7800,7900,7900,,
United Arab Emirates,ARE,Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,,
United Arab Emirates,ARE,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,,,,,,,,,,,0.909,,,,,,,,,,1.068,,,,0.953,,,,,,,,,,,,,,,,,1.81,,,,1.55,,1.533,1.929,1.558,1.531,,,,1.558,,,
United Arab Emirates,ARE,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.858,3.88,4.069,3.891,3.8,3.68,3.667,3.655,4.495,3.744,3.24,,3.787,3.877,3.612,3.312,3.14,2.884,3.497,2.86,2.925,2.855,,,3.061,,,
United Arab Emirates,ARE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,,,,,,,,,,,2.849499941,2.875099897,,,,,,,,,2.640000105,,3.060499907,,,,2.640000105,,,,,,2.2,,,1.88,,1.86,1.9,,,,1.1,,,,,
United Arab Emirates,ARE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,34,42,41,51,53,60,67,71,74,78,80,82,85,90,90,90,90,95,95,96,94,94,94,94,94,92,92,92,92,93,94,95,96,98,99,99,99,99
United Arab Emirates,ARE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,86,90,90,90,90,92,94,94,94,94,94,94,94,94,92,92,92,93,94,95,96,98,99,99,99,97
United Arab Emirates,ARE,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,96,92,92,92,92,92,92,92,92,92,92,93,94,95,96,98,99,99,99,98
United Arab Emirates,ARE,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Incidence of HIV (% of uninfected population ages 15-49),SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6530433,99.65128368,99.64955346,99.64785263,99.646177,99.64453497,99.64291394,99.64135589,99.63985245,99.6383994,99.63700514,99.63566128,99.63436361,99.63311634,99.63191946,99.63076458,,
United Arab Emirates,ARE,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,99.570043,,
United Arab Emirates,ARE,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,,
United Arab Emirates,ARE,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,,,,,,,,,,,,,,,,,,,18.1,17,15.7,14.3,13.1,12.1,11.2,10.5,9.9,9.4,9,8.7,8.4,8.1,7.8,7.5,7.2,7,6.7,6.5,6.2,6,5.9,5.7,5.5,5.4,5.2,5,4.9,4.7,4.6,4.5,4.3,4.3,4.3,4.3,4.4,4.5,4.7,4.7
United Arab Emirates,ARE,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,18.9,,,,,18.1,,,,,17,16.8,
United Arab Emirates,ARE,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,,,,,,,,,12.5,,,,,,,,,,9.3,,,,,9.7,,10.1
United Arab Emirates,ARE,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,9.9,,,,,,,,,,7.5,,,,,7.7,,8.1
United Arab Emirates,ARE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,199.9,190.4,180.6,170.6,160.4,149.9,139.2,128.7,118.3,108.1,98.4,89.3,80.8,73,66,59.7,53.9,48.6,43.7,39.4,35.5,32.1,29.2,26.8,24.7,22.9,21.3,19.9,18.7,17.6,16.6,15.8,15,14.3,13.7,13.2,12.7,12.3,11.9,11.6,11.2,10.9,10.6,10.3,10,9.7,9.4,9.1,8.8,8.6,8.4,8.3,8.2,8.3,8.5,8.7,9,9.1
United Arab Emirates,ARE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2.9,,,,,,,,,,1.7,,,,,1.4,,1.3
United Arab Emirates,ARE,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,,,,,,,,,,,470,478,473,468,462,455,447,439,430,422,414,405,395,383,370,356,342,331,322,315,311,312,316,324,334,345,355,365,375,383,388,391,392,396,400,407,415,420,422
United Arab Emirates,ARE,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,,,,,,,,,,70.4,,,,,75.7,76.8,
United Arab Emirates,ARE,Number of under-five deaths,SH.DTH.MORT,,,,,,872,870,868,866,864,866,872,882,896,914,933,952,969,981,987,987,981,972,962,946,927,906,881,853,824,794,763,731,702,674,648,626,609,595,587,585,588,598,613,631,650,670,689,707,721,732,741,752,765,783,802,817,820
United Arab Emirates,ARE,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,,,22,,,,,17.7,16.8,
United Arab Emirates,ARE,Number of infant deaths,SH.DTH.IMRT,,606,612,618,625,631,636,640,646,652,662,676,694,715,740,765,789,810,827,839,845,844,840,832,821,806,787,765,740,714,688,660,632,606,581,558,539,524,513,507,506,510,520,535,551,568,586,602,617,628,636,642,649,659,672,687,698,700
United Arab Emirates,ARE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,7.5,,,,,6.6,6.5,
United Arab Emirates,ARE,Number of deaths ages 5-14 years,SH.DTH.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,,,,,,159,,,,,,,,,,117,,,,,111,,111
United Arab Emirates,ARE,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,38.1,36.5,35,33.7,32.3,31.1,30,29,28.2,27.5,27,26.6,26.3,26.2,26.1,26,25.8,25.6,25.4,25.3,25.4,25.5,25.7,26,26.7,27.6,
United Arab Emirates,ARE,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,38.8,37.8,36.7,35.8,35,34,33.1,32.4,31.9,31.2,30.7,30.5,30.2,29.8,29.5,29.1,28.8,28.2,27.8,27.5,27.2,27,26.9,26.9,27,27.2,
United Arab Emirates,ARE,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,38,36.4,35,33.7,32.4,31.2,30.2,29.2,28.3,27.7,27.1,26.8,26.5,26.4,26.3,26.2,26,25.8,25.6,25.6,25.6,25.7,25.9,26.2,26.9,27.8,
United Arab Emirates,ARE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0
United Arab Emirates,ARE,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0
United Arab Emirates,ARE,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0
United Arab Emirates,ARE,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0
United Arab Emirates,ARE,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1
United Arab Emirates,ARE,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0
United Arab Emirates,ARE,Law prohibits or invalidates child or early marriage (1=yes; 0=no),SG.LAW.CHMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
United Arab Emirates,ARE,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0
United Arab Emirates,ARE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,5,22.5,22.5,22.5,22.5,17.5,17.5,17.5,17.5,22.5,22.5,22.5
United Arab Emirates,ARE,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,,,3.49,,3.61,,3.41979,,3.835051,
United Arab Emirates,ARE,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,2.03,,2,,2,,2,
United Arab Emirates,ARE,"Lead time to export, median case (days)",LP.EXP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,2.46,,1,,2,,2,
United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.102939175,0.375393534,3.295592694,6.908302986,14.94269899,23.62530088,26.2717542,28.31648531,29.47795341,30.13129617,40,52,61,63,64,68,78,84.9999915,88,90.4,90.5,90.60000732,94.81992254
United Arab Emirates,ARE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.91355249,129.6054471,243.4707537,281.2487266,372.8419786,593.6006918,947.9361164,1297.00127
United Arab Emirates,ARE,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785,1124,2167,2533,3382,5434,8787,12192
United Arab Emirates,ARE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012281797,0.062537144,0.25177148,0.474220126,0.810463686,1.373457624,2.82385084,4.590204715,6.283848276,8.087532879,9.005851905,9.513336503,9.99677716,10.72965612,11.56899371,12.03592777,13.48488394,13.99826659,
United Arab Emirates,ARE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,1973,8374,16632,30327,56146,129320,240620,379800,557577,690424,786818,866968,954988,1041934,1091763,1234447,1297585,
